「かいせき するものは なにも ないぞ！」,There isn't anything\nwe can analyze!
「ぶんせき かんりょう！\n{F0}{04}の ネオパーツから\n{F0}{03}を かいはつした。」,Analysis complete!\n{F0}{03} has been\ndeveloped from\n{F0}{04}'s Neoparts. 
「ただちに せいぞうに とりかかろう。」,Let's start producing it\nat once. 
「モジュールの たいきゅうりょくを,This will boost the\nmodules'endurance!
「インパクトへいきの だげきりょくを,This will boost impact\nweapon damage!
「インパクトへいきの めいちゅうりつを,This will boost impact\nweapon accuracy!
「レーザーへいきの だげきりょくを,This will boost laser\ndamage!
「レーザーへいきの めいちゅうりつを,This will boost laser\naccuracy!
「ビームへいきの だげきりょくを,This will boost beam\ndamage!
「ビームへいきの めいちゅうりつを,This will boost beam\nweapon accuracy!
「ヒートへいきの だげきりょくを,This will boost heat\nweapon damage!
「ヒートへいきの めいちゅうりつを,This will boost heat\nweapon accuracy!
「ミサイルへいきの だげきりょくを,This will boost missile\ndamage!
「ミサイルへいきの めいちゅうりつを,This will boost missile\naccuracy!
「モジュールの そうこうちを,This will boost the\nmodules'agility!
アップできるぞ！\nただちに しょりに とりかかろう。」,Let's start processing it\nimmediately!
「ぶんせき かんりょう。\nざんねんだが こんかいの せいかは ないよ。」,Analysis complete. \nSorry but this wasn't any\ngood. 
「ほかにも まだ かいせきするかね?」,Shall I analyze\nanything else? 
「けがは なおったわよ。\nあまり ムチャをしちゃ だめよ！」,You're all fixed up. \nBe careful!
「あなたたちの クローンコードを\nセーブしたわ。」,Your Clone Code has\nbeen saved. 
「こいのやまいは\nわたしの たんとうじゃないの。」,You don't need my\nhelp right now. 
「お[speed_0F]・[speed_FF]は[speed_0F]・[speed_FF]よ[speed_0F]。[speed_FF]おめざめ いかが?」,Good[speed_0F] [speed_FF]mor[speed_0F]-[speed_FF]ning[speed_0F]![speed_FF]\nAre you awake yet? 
「またしんだの。\nいそいで クローンさいせい するわ。」,Let's generate\na clone. 
「つぎは きをつけなさいよ。」,Be careful next\ntime!
「どのデータに あなたたちの\nクローンコードを セーブするの?」,Where should I save\nyour Clone Code? 
「セーブを ちゅうし するわね。」,Save canceled. 
「しゅうり かんりょう。\nもう こわして くれるなよ！」,Repairs are\ncomplete. 
「リペアキット・キュアキットを\nほじゅうしといたぜ。」,I restocked your\nRepair and Cure\nKits too. 
「どこも こわれてないぜ。\nチューンは ギンギンだぜ！！」,Everything's in\ngood shape!
「そのまえに モジュールを きてくれ。」,Please choose a module. 
「グッド ラック！！」,Good luck!!
「その へいきは そうびできないぞ！」,Can't equip that one!
MICA「おかえりなさい！！\nミッション ごくろうさまでした。」,Mica: Welcome back!!\nYou did quite well!
「{F0}{06}は {F1}{00}ポイントかくとく。」,{F0}{06} got {F1}{00} EXP. 
「{F0}{06}は レベル {F1}{01}になった。」,{F0}{06} rose to level {F1}{01}. 
「{F0}{06}は コンバット・スキルが CMになった。」,{F0}{06} 's combat skill became CM. 
「{F0}{06}は メディック・スキルが MDになった。」, {F0}{06} 's medic skill became MD. 
「{F0}{06}は サイエンス・スキルが SIになった。」,{F0}{06} 's science skill became SI. 
「{F0}{06}は メカニック・スキルが MCになった。」,{F0}{06} 's mechanic skill became MC. 
だい{F1}{03}わくせい,Planet {F1}{03}
パイロット「メインエンジン しどう。」,Pilot: Starting the main engine. 
MICA「もくてきの さくせんくいき\n    じょうくうに とうちゃくしました。」,Mica: We have arrived\nat the target point. 
パイロット「{F0}{07}に ちゃくりくします。」,Pilot: We are now landing\non {F0}{07}. 
パイロット「おいおい しっかりしろよ。」,Pilot: Hey, hey! You\nokay? 
パイロット「えいせいきどうまで じょうしょうします。」,Pilot: We are going up to the\nsatellite. 
MICA「ジャンプユニット スタンバイ。」,Mica: Jump Drive, stand by!
パイロット「ジャンプエンジン しどう！」,Pilot: Starting the\nJump Drive!
トレーナー「けんきゅうねっしんなのは いいことよ。」,Trainer: It's good to have\nan obsession. 
{F0}{02}「おもえば・・・・\n    こんなうちゅうに とばされたのも・・・\n    かいぞくのかおでも みに いきましょうか！」,Kiri: So... 
「だみー,Dummy
「だみー,1
「だみー,1
「だみー,1
「だみー,1
「だみー,1
「だみー,1
「だみー,1
「だみー,1
「だみー,1
「だみー,1
「だみー,1
「だみー,1
「だみー,1
「だみー,1
「だみー\n「・・・,Dummy... 
「だみー,1
「だみー,1
「だみー\n「・・・,2
「だみー,1
「だみー,1
「だみー\n「・・・,2
「だみー,1
「だみー,1
「だみー,1
「だみー,1
「だみー,1
「だみー,1
「だみー,1
「だみー,1
「だみー,1
「だみー,1
「だみー,1
「だみー,1
「だみー,1
「てきが あらわれました。」,Enemies!!
コードネーム {F0}{04} x {F1}{03},Code Name {F0}{04} x {F1}{03}
「みかくにんの てきです。\nコードネーム {F0}{04}と めいめいします」,Unknown enemy. Assigning it\nCode Name {F0}{04}. 
{F0}{04} ； {F1}{03}ダメージ,{F0}{04}: {F1}{03}Damage
{F0}{06} ； {F1}{03}ダメージ\n{F0}{05} ； {F1}{04}ダメージ,{F0}{06}: {F1}{03}Damage\n{F0}{05}: {F1}{04}Damage
{F0}{06}は こうげきしっぱい。,{F0}{06} missed. 
{F0}{06}は ぶきが ない！！,{F0}{06} is unequipped!
{F0}{06}は こうげきできない！,{F0}{06} cannot attack!
{F0}{06}は ぼうぎょしている。,{F0}{06} is defending. 
{F0}{04}を はかいした！,{F0}{04} is destroyed!
{F0}{06}は しんでしまった。,{F0}{06} died. 
{F0}{05}は はかいされた。,{F0}{05} has been destroyed. 
{F0}{00}たちは ぜんめつした！,{F0}{01} and his group died... 
{F0}{00}たちの さくせんは しっぱいにおわった。,Mission failed....
てきユニットは ぜんめつした！,The enemy has been\nannihilated. 
{F0}{01}たちは てったいした。,Ran away!
{F0}{01}たちは にげられない！！,Can't run!
{F0}{06}は あいてが しんでしまった。,{F0}{06}'s target died. 
{F0}{04}のざんがいから\nネオパーツを はっけん。,You discover Neoparts in\nthe wreckage of\n{F0}{04}. 
「ひとまず たいきゃくだ！」,Retreat for now!
{F0}{04}は こうげきしっぱい。,{F0}{04} missed. 
{F0}{04}は こうげきできない！,{F0}{04} cannot attack!
{F0}{04}は ぼうぎょしている。,{F0}{04} is defending. 
{F0}{04}は あいてが しんでしまった。,{F0}{04}'s foe was defeated. 
のうりょく ぶんせき,Ability analysis
こうぞう ぶんせき,Structural analysis
せいぶん ぶんせき,Component analysis
へいき ぶんせき,Weapon analysis
こうどう ぶんせき,Movement analysis
しこう ぶんせき,Thought analysis
せんじゅつ しれい,Strategic orders
こうげき しれい,Movement orders
こうぞう ぶんせき,Structural analysis
きんきゅうれんらく,Emergency transmission
ていじれんらく,Ordinary transmission
けいこく！ けいこく！,Warning! Warning!
    きょだい しきかんタイプ バーサーカーです。\n    このふねの ちゅうしんです。」,A Commander type Berserker\nis in this ship's core. 
    おおがたの しきかんタイプです。\n    てごわそうです。」,It's enormous!
    おおがたの ほうげきよう マシンです。」,It's a large-scale\nbombardment machine. 
    こがたの さぎょうよう マシンです。」,It's a small worker\nmachine. 
    こがたの ほへい マシンです。」,It's a small infantry\nmachine. 
    おおがた ゆそうよう マシンです。」,It's a large transport\nmachine. 
    せいめいはんのう あり。\n    にんげんを かいぞうした サイボーグです。」,Life-energy detected. \nIt's a Cyborg. 
    ばくだんを ないぞうした\n    カミカゼへいきです。」,It's a kamikaze weapon, \nequipped with bombs.
    ていさつようの こがた マシンです。」,It's a small recon\nmachine. 
    ばくげきよう おおがた ひこうマシンです」,It's a large air-raid\nmachine. 
    せいぶつを ヒントにしてつくられた\n    マシンのようです。」,It is of biomechanical\nconstruct. 
    こうじょうの さぎょう マシンです。」,It's an assembly line\nmachine. 
    かくとうせんよう マシンです。」,It's a hand-to-hand\nfighting machine. 
    ガスじょう せいめいたいです。\n    おもなせいぶんは メタンとアンモニアです。」,It's a gaseous life form. 
    こうおんの プラズマせいめいたいです。」 ,It's a type of plasmatic\nlife form. 
    きょだいな こんちゅうです。\n    かたい からで おおわれています。」,It's a large insect. 
    シリコンせいめいたいです。\n    からだは いわとおなじ せいぶんです。」,It's a silicon-based\nlife form. 
    アメーバに にた\n    げんしてきな せいめいたいです。」,It's a primitive life form\nsimilar to the amoeba. 
    このわくせいの げんじゅうせいぶつです。」,These are the planet's\nindigenous life forms. 
    きょうりゅうに にた\n    おおがた はちゅうるいです。」,This is a large reptile\nsimilar to the dinosaur. 
    はちゅうるいがた こうとうせいぶつ。\n    バーサーカーの てしたのようです。」,A slave of the Berserkers. 
    うちゅうかいぞくです。」,They're space pirates. 
    のうりょく ぶんせき できません！」,Cannot analyze abilities!
    たいした てきでは ありませんね。」,Easy!
    てきは きょうりょくな\n    ぶきを もっています。」,The enemy has weapons\nwith incredible strength. 
    てきは きょうりょくな\n    フィールドを そうびしています。」,The enemy is equipped\nwith a strong field. 
    おおきいだけに\n    うごきが おそいようです。」,He's big, but slow!
    なかなか すばしこい てきのようです。」,These enemies are quite\nnimble!
    かなり てごわい てきの ようです。」,These are fairly tough\nopponents. 
    ここの ボスのようです。」,I'd say this is the\nboss of this area. 
    にんげんは のっていません。」,There are no humans\nin there. 
    てきは ほのおを はくようです。」,The enemy can breathe fire. 
    このあたりを パトロールしている\n    マシンのようです。」,It's a patrol machine. 
    ないぶの メカが くるっているようです。」,The interior of this mecha\nseems to be out of order. 
    この きちのなかを\n    うろつきまわっているようです。」,It's just sort of wandering\naround. 
    すいちゅうようの マシンです。」,Seems like a maritime\nmachine. 
    たいあたりしてくる つもりですよ！」,Looks like it's gonna\ntackle you!
    レーザーこうげきに\n    ちゅういしてください。」,Watch out for their\nlaser attacks. 
    ビームこうげきに ちゅういしてください。」,Watch out for their\nbeam attacks. 
    ヒートこうげきに ちゅういしてください。」,Watch out for their\nheat attacks. 
    インパクトこうげきに\n    ちゅういしてください。」,Watch out for their\nimpact attacks. 
    ここの クジラたちの\n    こうぶつのようです。」,Seems to be the\nWhales'favorite. 
    しゃげきせんに すぐれた てきです。\n    かくとうせんを おこなってください。」,Engage in hand-to-hand\ncombat. 
    かくとうせんに すぐれた てきです。\n    かくとうせんに もちこまれてはいけません。」,Melee ability is high. \nEngage from a distance. 
    しゅうちゅうこうげきを かけてください。」,Please begin a\nconcentrated attack. 
    こべつに こうげきしてください。」,Please attack each\nenemy individually. 
    そうこうが あついようです。\n    オプションを しようしてください。」,Its armor is thick. \nTry using an Option. 
    うごきの すばやい てきです。\n    よく ねらいを さだめてください。」,The target is quite\nagile. 
    どんな しゅだんを つかっても\n    かてるとおもいます。」,It should be pretty\neasy. 
    レーザーへいきが\n    ゆうこうだと おもいます。」,Try using lasers. 
    ビームへいきが\n    ゆうこうだと おもいます。」,Try a beam weapon. 
    ヒートへいきが\n    ゆうこうだと おもいます。」,Try heat-based attacks. 
    インパクトへいきが\n    ゆうこうだと おもいます。」,Try inflicting impact\ndamage. 
    きょうりょくな フィールドを はっています。\n    レーザーへいきの いりょくが おちますよ！」,Their strong force fields\nwill weaken lasers!
    きょうりょくな フィールドを はっています。\n    ビームへいきの いりょくが おちますよ！」,Their strong force fields\nwill weaken beams!
    きょうりょくな フィールドを はっています。\n    ヒートへいきの いりょくが おちますよ！」,Their strong force fields\nwill cool heat weapons!
    きょうりょくな フィールドを はっています。\n    インパクトへいきのいりょくが おちますよ！」,Their strong force fields\nwill lessen impacts!
    きょうりょくな\n    レーザーへいきを もっています。」,It's got a powerful\nlaser weapon. 
    きょうりょくな\n    ビームへいきを もっています。」,It's got a powerful\nbeam weapon. 
    きょうりょくな\n    ヒートへいきを もっています。」,It's got a powerful\nheat weapon. 
    きょうりょくな\n    インパクトへいきを もっています。」,It's got a powerful\nimpact weapon. 
MICA「たたかいかたが なってないと おもいます！,Mica: You're not fighting\nproperly!
MICA「はやく ちきゅうにかえりたいものですね。」,Mica: I want to go back\nto Earth... 
MICA「ドクターより でんごん。\n    わたしのウデを しんようしてはダメよ。」,Mica: A message from the\ndoctor: Don't depend on\nme too much!
MICA「わたしでも まちがえることが あります。」,Mica: Even I make\nmistakes sometimes. 
MICA「きずつく からだが あるのが\n    うらやましいわ。」,Mica: I envy the fact that\nyour body can be injured. 
MICA「メカニックより でんごん。\n    モジュールだけは もちかえれ！」,Mica: A message from the\nmechanic: Careful with\nthe modules!
MICA「ボスより でんごん。\n    ちきゅうにかえれば ボーナスをはずむ。」,Mica: A message from the\nboss: You'll get a bonus\nwhen we get back!
MICA「ドクターより でんごん。\n    クローンのよういは ばんぜんよ。」,Mica: A message from the\ndoctor: Your clone is\nready... 
MICA「ほんきを だしているのですか！?」,Mica: Try harder!
MICA「２４じかん たたかってますか?」,Mica: Hurry it up!
MICA「ふきんに てきの はんのう！\n    ちゅういして・・・\n    あっ もう たたかってたのですね。」,Mica: Do your best!
MICA「まほうつかいを よびますか?」,Mica: Call the wizard? 
MICA「しんでしまうとは なさけない・・・\n\n    おや！? まだ まけてなかったのですね。」,Mica: I can't watch... 
MICA「ラボより でんごん。\n    やくだつものを ひろってきてくれ！」,Mica: A message from the\nlab: Bring back something\ngood!
MICA「いのちを たいせつに！！」,Mica: Don't waste your life!
MICA「オプションは こうかな ぶきです。\n    せつやくしましょう。」,Mica: Options aren't\nlimitless;conserve them!
MICA「コックより でんごん。\n    あしたのステーキは そいつでいこう！」,Mica: A message from the\ncook: Yeah! Dinner!
MICA「ドクターより でんごん。\n    おねがい！ しなないで・・・」,Mica: A message from the\ndoctor: Please!\nDon't die... 
MICA「のんびり たたかっていると\n    おいていきますよ！」,Mica: Can you fight any\nslower!? 
MICA「ドクターより でんごん。\n    へんなびょうきを もらってこないでね！」,Mica: A message from the\ndoctor: Don't catch any\nstrange diseases... 
MICA「こちら ソードフィッシュ。\n    いじょうありません。\n    そちらは たいへんそうですね。」,Mica: This is Swordfish, \nnothing to report. 
MICA「わたしも きゅうかが ほしいものです。」,Mica: I want a vacation... 
MICA「あなたを あいしてます・・・」,Mica: I love you... 
MICA「あしたの てんきは はれるもよう。」,Mica: Tomorrow will be\nsunny. 
MICA「せかいを すくえるのは\n    あなただけなんです！」,Mica: Do your best!
MICA「ひがいが おおきすぎます。\n    たいきゃくしてください！」,Mica: Damage critical, \nplease retreat!
MICA「てきは きょうりょくです。\n    たいきゃくしてください！」,Mica: The enemy is too\nstrong, please retreat!
MICA「こうじゅうりょくのため インパクトへいき\n    ヒートへいきの いりょくが おちます。」,Mica: Gravity is high;\nimpact and heat weapons\nare weakened!
MICA「すいちゅうのため ヒートへいきの\n    いりょくが おちます。」,Mica: Heat weapons will\nweaken underwater. 
MICA「すいじょうきが おおいため\n    レーザーへいきが ふりです。」,Mica: The water vapor\nweakens laser weapons!
レーザーを はっしゃするピストル,Shoots lasers. 
レーザーを はっしゃするライフル,Shoots lasers. 
レーザーの パワーを けんの かたちにした ぶき,A laser sword. 
れんぞくはっしゃできる レーザーライフル,Rapid fire laser rifle. 
はかいりょくを たかめた レーザーほう,Very strong laser weapon. 
こうおんの プラズマを はっしゃするピストル,Fires extremely hot plasma. 
こうおんの プラズマを はっしゃするピストル,Fires extremely hot plasma. 
プラズマの おんどを たかめた ビームほう,A plasma beam weapon. 
こがたの かえんほうしゃき,A small flamethrower. 
すいそガスを つかった かえんほうしゃき,Hydrogen based flamethrower. 
かくゆうごうの ほのおを ほうしゃする,Nuclear-powered flamethrower. 
きょうりょくな マシンガン,Powerful machine gun. 
こがたの ロケットを はっしゃする じゅう,A small rocket launcher. 
なぐったあいてに でんきショックを あたえる,Shocks on impact. 
ちょうおんぱを はっしゃする,Emits a large sound wave. 
こがたばくだんを はっしゃする,Releases a small bomb. 
こうおんの ナパームだんを はっしゃする,High-temp napalm. 
こがたの ロケットを れんぞくはっしゃする,Rapid-fire rocket launcher. 
こがたの ミサイルを はっしゃする,Small missile launcher. 
ちゅうがたの ミサイルを はっしゃする,Average missile launcher. 
おおがたの ミサイルを はっしゃする,Large missile launcher. 
ふくすうの だんとうミサイルを はっしゃする,Multiwarhead missile launcher. 
げんしを ぶんかいする ちょうへいき,Splits atoms. 
すべてを はかいする はんようしほう,Antiproton device. Destroys everything. 
ガンマせんレーザーを はっしゃする ぶき,Shoots gamma rays. 
ふれた ぶっしつを けしさる ちょうへいき,Godly weapon. Destroys everything. 
ふつうの きかんじゅう,A machine gun. 
こうそくで だんがんを はっしゃする たいほう,Fires bullets at high speeds. 
かくとうようの つめ,Claws made for hand-to-hand. 
きょうりょくな さんを はっしゃする,Releases a powerful acid. 
ぼうぎょようのたて かくとうにもつかえる,A defensive shield. 
でんぱで ミサイルの しんろを くるわせる,Confuses homing signals. 
でんじはで プラズマを はじきかえす,Reflects plasma. 
くうかんを ゆがめて レーザーを そらす,A laser evader. 
くうかんを ゆがめて レーザーを はんしゃする,A laser reflector. 
エネルギーの まくで ミサイルを はかいする,Blocks missiles. 
かんせいを せいぎょして ミサイルを とめる,Perfect missile protection. 
じゅうりょくで すべてを さえぎる ちょうへいき,Blocks everything!
MICA「ちきゅうに にた わくせいです。\n    たいきの せいぶんは\n    さんそ ちっそ などで こきゅうかのう。\n    ひょうめんの ６０パーセントは うみで\n    たいりくには もりと そうげんが\n    ひろがっています。」,Mica: The planet seems to\nbe similar to Earth. \nOxygen is present, 60%\nof the surface is ocean, \nand there are forests and\nplains on the ground. 
MICA「きたはんきゅうに ちいさな としがあり\n    にんげんとおもわれる せいめいたいの\n    はんのうが あります。」,Mica: There seems to be a\ncity in the north. Human-\nlike life energy detected..
ニジーナ「みどりのほし・・うつくしいわ。」,Nehjena: A green planet... \nhow beautiful. 
クレイン「このほしに\n    エイリアンが いるってのかい?」,Klein: Are you saying\nthere're aliens on\nthis planet? 
シャイン「いや じょうくうからの\n    かんそくでは わたしたちとおなじ\n    にんげんのようだ。」,Shine: No, they seem\nto be humans, much\nlike us. 
ヴィンド「こんなところに にんげんが?\n    しんじられないな。」,Vynd: That's hard to\nbelieve. 
キリ「そうなんした うちゅうせんの クルーの\n    しそんかもしれないわ。\n    わたしたちと おなじように\n    ジャンプ・ミスで とばされたのかも・・」,Kiri: Maybe they had a\nproblem with warping, \nlike us... 
ヴィンド「なんにしても ラッキーだ。\n    ジャンプ・ジェネレーターのしゅうりに\n    きょうりょく してくれるかもしれない。」,Vynd: Anyway, we're in luck. \nThey might help us repair\nthe Jump Drive!
シャイン「それは のぞみうすだな。\n    ぶんめいのレベルは ちきゅうの\n    ２０せいき ていどのようだ。」,Shine: I doubt it... \nThey seem to have\nlate 1900s technology. 
キリ「おりてみて たしかめたいわね。」,Kiri: We might as\nwell try....
MICA「みなみはんきゅうに\n    きんぞくのドームを はっけんしました。\n    まだ けんぞうちゅうと おもわれます。」,Mica: A dome was found\nunder construction on\nthe southern continent. 
クレイン「ドームだって?」,Klein: A dome? 
シャイン「うむ。このほしの にんげんが\n    つくったものでは ないようだ。」,Shine: It doesn't seem\nto be man-made... 
キリ「だいとうりょうの いっていた\n    なぞのロボットと かんけいあるのでは?」,Kiri: Maybe it's related\nto those robots the\nPresident mentioned. 
{F0}{00}「しらべてみる ひつようが\n    あるかもしれんな。」,{F0}{01}: We should\ncheck it out. 
ヴィンド「しかし ジャンプ・ジェネレーターが\n    こわれてるんじゃ どこへもいけませんよ。」,Vynd: But our Jump Drive's\nbroken... We can't go\nanywhere... 
{F0}{00}「しゅうり できないのか?」,{F0}{01}: Can't it be\nrepaired? 
ヴィンド「ジェネレーターの しんぞうぶの\n    モノポール・コイルが こわれてるんです。\n    スペアぶひんも ありません。」,Vynd: Its central\nMonopole Coil is defunct, \nand we don't have a spare. 
クレイン「どこかで てにいれないと・・」,Klein: We have to get\none somewhere... 
キリ「そうだわ[speed_0F]！\n    [speed_FF]あの きょうじゅが いっていたでしょう。\n    あのまちの きたの もりのなかに いみんせん\n    ユーロパの ざんがいが あるって。」,Kiri: Oh, I know! That\nprofessor mentioned the\nwreckage of the Europa. 
ヴィンド「そうか！ もしかしたら\n    そのなかに モノポール・コイルが\n    のこっているかもしれない！」,Vynd: Yeah! Maybe\nthere's a Monopole Coil\nin the wreckage!
クレイン「しかし ２５０ねんも\n    まえの うちゅうせんだぜ。\n    さびついちまってるんじゃないか?」,Klein: But it's 250\nyears old! Wouldn't it\nhave rusted by now? 
